PATERNITY;FIRST_LAST_NAME;PASSENGER_SEX;PASSENGER_BIRTH_DATE;PASSENGER_DOCUMENT;BOOKING_CODE;TICKET_NUMBER;BAGGAGE;DEPARTURE_DATE;DEPARTURE_TIME;FLIGHT_NUMBER;CODE_SHARE;FLIGHT_TO;AGE;FLIGHTS_QUANTITY
KIRILLOVNA;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;NULL;None;Registered;31.07.2017;14:00;SU5628;Own;YUZHNO;34;13
KIRILLOVNA;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;UEGBOJ;None;Delayed;09.03.2017;16:45;SU5685;Own;KHABAROVSK;33;13
K;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;JUMNTH;None;Registered;03.12.2017;13:10;SU4602;Operated;VLADIVOSTOK;34;13
K;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;SMGITM;9930000000000000;Transit;12.04.2017;14:20;SU4605;Operated;OKHA;33;13
K;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;SVNMIU;None;NULL;11.07.2017;8:05;SU5621;Own;KHABAROVSK;34;13
I;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NULL;None;Registered;09.10.2017;8:05;SU5621;Own;KHABAROVSK;37;13
I;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;MJWDMB;1010000000000000;NULL;10.09.2017;17:25;SU1105;Own;MOSCOW;36;13
KIRILLOVNA;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;NYMRUY;None;NULL;23.02.2017;7:30;SU5614;Own;PETROPAVLOVSK;33;13
IAROSLAVOVICH;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;UPQQSJ;2740000000000000;Registered;20.06.2017;10:40;SU1486;Own;KRASNOYARSK;36;13
I;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NVQKVD;None;Delayed;22.03.2017;19:25;SU5642;Own;NOVOSIBIRSK;36;13
KIRILLOVNA;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;NULL;None;Registered;05.05.2017;12:10;SU4606;Operated;KHABAROVSK;34;13
I;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NULL;5520000000000000;Registered;02.10.2017;7:00;SU5604;Own;YUZHNO;37;13
K;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;WCVTPS;3050000000000000;Transit;05.01.2017;13:05;SU4600;Operated;KHABAROVSK;33;13
KIRILLOVNA;VERA KOLPAKOVA;Female;22.04.1983;185 106 233;NRZLEV;5250000000000000;Registered;27.10.2017;10:20;SU4601;Operated;KOMSOMOLSK;34;13
I;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;SOBBVO;8520000000000000;NULL;05.07.2017;9:05;SU1485;Own;MOSCOW;36;13
IAROSLAVOVICH;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NULL;9780000000000000;Delayed;18.09.2017;17:40;SU6281;Own;VLADIVOSTOK;36;13
IAROSLAVOVICH;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NULL;9270000000000000;Delayed;17.03.2017;14:00;SU5628;Own;YUZHNO;36;13
IAROSLAVOVICH;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NULL;None;Transit;19.03.2017;8:40;SU5625;Own;KHABAROVSK;36;13
IAROSLAVOVICH;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;OXXTIT;1990000000000000;Registered;14.11.2017;16:35;SU5602;Own;KHABAROVSK;37;13
IAROSLAVOVICH;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NORFNS;None;NULL;06.09.2017;0:25;SU1112;Own;KRASNODAR;36;13
I;DAMIR NIKONOV;Male;19.09.1980;9 154 853 684;NULL;3490000000000000;NULL;23.02.2017;15:50;SU5613;Own;KHABAROVSK;36;13
MIROSLAVOVNA;MARINA DIAKOVA;Female;10.05.1999;931 650 989;NULL;None;Delayed;14.02.2017;8:00;SU5611;Own;VLADIVOSTOK;17;13
ANDREEVNA;SNEZHANA FETISOVA;Female;12.07.1981;7 255 946 452;HRYYOB;8640000000000000;NULL;23.01.2017;12:10;SU4606;Operated;KHABAROVSK;35;13
MIROSLAVOVNA;MARINA DIAKOVA;Female;10.05.1999;931 650 989;FVNQBR;None;Transit;20.07.2017;6:05;SU1417;Own;MOSCOW;18;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;ZPWQWK;None;Delayed;25.03.2017;9:00;SU4599;Operated;NOGLIKI;27;13
MIROSLAVOVNA;MARINA DIAKOVA;Female;10.05.1999;931 650 989;NULL;7770000000000000;Delayed;15.07.2017;12:00;SU1402;Own;YEKATERINBURG;18;13
S;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;4490000000000000;NULL;07.01.2017;8:05;SU1459;Own;MOSCOW;27;13
MIROSLAVOVNA;MARINA DIAKOVA;Female;10.05.1999;931 650 989;OLZTAQ;7350000000000000;Registered;22.02.2017;3:00;SU5616;Own;PETROPAVLOVSK;17;13
M;MARINA DIAKOVA;Female;10.05.1999;931 650 989;NULL;9000000000000000;Delayed;19.06.2017;8:40;SU1320;Own;MURMANSK;18;13
M;MARINA DIAKOVA;Female;10.05.1999;931 650 989;CPOWAY;None;Registered;25.11.2017;0:40;SU1120;Own;SOCHI;18;13
S;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;2540000000000000;Transit;02.05.2017;10:30;SU5684;Own;PETROPAVLOVSK;27;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;YNNJQO;None;NULL;18.03.2017;16:00;SU1730;Own;PETROPAVLOVSK;27;13
S;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;KFCPET;None;Delayed;04.05.2017;16:45;SU5685;Own;KHABAROVSK;27;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;GLDPZB;838000000000000;Delayed;21.07.2017;20:20;SU5624;Own;YUZHNO;27;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;ZWCBGG;None;Registered;12.04.2017;13:05;SU4600;Operated;KHABAROVSK;27;13
M;MARINA DIAKOVA;Female;10.05.1999;931 650 989;NXMIPJ;5180000000000000;NULL;10.01.2017;16:45;SU5685;Own;KHABAROVSK;17;13
M;MARINA DIAKOVA;Female;10.05.1999;931 650 989;NULL;None;Transit;02.09.2017;20:20;SU1450;Own;KEMEROVO;18;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;None;Transit;05.08.2017;8:05;SU5621;Own;KHABAROVSK;27;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;None;Registered;31.08.2017;11:30;SU6288;Own;MOSCOW;27;13
S;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;None;Transit;20.07.2017;15:50;SU5613;Own;KHABAROVSK;27;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;1170000000000000;Delayed;16.05.2017;10:55;SU5612;Own;MAGADAN;27;13
S;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;LMTFIY;None;Delayed;10.07.2017;10:55;SU5612;Own;MAGADAN;27;13
SAVVOVICH;SVIATOGOR CHERNOV;Male;14.11.1989;6 116 437 997;NULL;4900000000000000;Registered;23.05.2017;15:50;SU5613;Own;KHABAROVSK;27;13
S;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;5760000000000000;Registered;16.03.2017;11:10;SU1255;Own;NIZHNEKAMSK;32;13
SEMENOVICH;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;None;Transit;24.04.2017;15:20;SU1641;Own;MOSCOW;32;13
SEMENOVICH;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;None;Registered;20.06.2017;6:05;SU1462;Own;NOVOSIBIRSK;32;13
SEMENOVICH;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;9740000000000000;NULL;22.07.2017;16:20;SU1463;Own;MOSCOW;32;13
SEMENOVICH;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;6070000000000000;NULL;21.04.2017;21:10;SU1762;Own;OMSK;32;13
A;SNEZHANA FETISOVA;Female;12.07.1981;7 255 946 452;NULL;None;Delayed;29.03.2017;11:40;SU5627;Own;KHABAROVSK;35;13
S;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;None;Delayed;06.11.2017;13:05;SU1563;Own;MOSCOW;32;13
S;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;DALGBC;8730000000000000;Transit;13.03.2017;20:15;SU1405;Own;MOSCOW;32;13
S;MATVEI DOROFEEV;Male;12.11.1984;5 462 105 040;NULL;5910000000000000;Registered;25.01.2017;7:00;SU1436;Own;YEKATERINBURG;32;13
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;NULL;1240000000000000;Delayed;03.08.2017;13:25;SU1731;Own;MOSCOW;40;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;GHHDFD;None;Delayed;14.05.2017;11:10;SU5605;Own;VLADIVOSTOK;46;12
A;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;EHEJFF;None;Registered;01.07.2017;13:50;SU4606;Operated;OKHA;33;12
ANDREEVICH;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;NULL;None;Transit;20.03.2017;8:10;SU5626;Own;YUZHNO;17;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;NULL;3510000000000000;Registered;15.11.2017;8:05;SU5621;Own;KHABAROVSK;17;12
ALBERTOVNA;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;NULL;None;Transit;01.01.2017;13:05;SU4600;Operated;KHABAROVSK;32;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;DANYWT;None;NULL;05.01.2017;19:50;SU1175;Own;MOSCOW;39;12
A;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;UKILWV;2090000000000000;Registered;19.08.2017;17:40;SU6287;Own;KHABAROVSK;33;12
ALBERTOVNA;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;NULL;None;Transit;12.03.2017;20:20;SU5624;Own;YUZHNO;32;12
A;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;NULL;None;NULL;11.09.2017;10:15;SU1307;Own;MOSCOW;33;12
A;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;MNSCED;5160000000000000;Transit;27.06.2017;12:10;SU4606;Operated;KHABAROVSK;33;12
ALBERTOVNA;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;NULL;4140000000000000;Delayed;05.02.2017;9:00;SU4599;Operated;NOGLIKI;32;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;QNQIYI;None;NULL;24.06.2017;11:10;SU5605;Own;VLADIVOSTOK;40;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;KDDXYL;None;Registered;26.07.2017;10:25;SU5610;Own;YUZHNO;17;12
ANDREEVICH;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;EBUSCW;None;NULL;06.05.2017;9:00;SU4599;Operated;NOGLIKI;17;12
PAVLOVNA;KIRA MALININA;Female;24.03.1977;1 439 758 058;NULL;850000000000000;Delayed;07.11.2017;11:45;SU6284;Own;MOSCOW;40;12
ALEKSEEVNA;EMILIIA ZHDANOVA;Female;22.07.1989;3 192 122 949;BETJAR;6200000000000000;NULL;29.06.2017;14:00;SU1703;Own;MOSCOW;27;12
ALEKSEEVNA;EMILIIA ZHDANOVA;Female;22.07.1989;3 192 122 949;NULL;None;Registered;16.09.2017;15:50;SU5613;Own;KHABAROVSK;28;12
ALEKSEEVNA;EMILIIA ZHDANOVA;Female;22.07.1989;3 192 122 949;NULL;4850000000000000;Transit;09.01.2017;9:50;SU5620;Own;YUZHNO;27;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;NULL;None;Delayed;20.02.2017;5:40;SU5618;Own;KHABAROVSK;39;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;NULL;7500000000000000;Transit;18.07.2017;3:00;SU5616;Own;PETROPAVLOVSK;40;12
PAVLOVNA;KIRA MALININA;Female;24.03.1977;1 439 758 058;NULL;None;Delayed;26.05.2017;9:00;SU4599;Operated;NOGLIKI;40;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;UIWPKJ;None;Transit;17.09.2017;9:40;SU1520;Own;NOVYJ URENGOJ;40;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;NULL;2900000000000000;Registered;12.08.2017;11:15;SU1247;Own;MOSCOW;46;12
PAVLOVNA;KIRA MALININA;Female;24.03.1977;1 439 758 058;ZBDPYP;None;Delayed;18.09.2017;17:20;SU1521;Own;MOSCOW;40;12
SERGEEVNA;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;UPYYXF;None;Registered;26.01.2017;12:10;SU4606;Operated;KHABAROVSK;46;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;NULL;4270000000000000;NULL;26.04.2017;13:10;SU4602;Operated;VLADIVOSTOK;46;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;PAFMWG;None;Delayed;09.07.2017;6:25;SU1549;Own;MOSCOW;46;12
SERGEEVNA;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;AFYXFS;792000000000000;Transit;29.05.2017;10:25;SU5610;Own;YUZHNO;46;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;NULL;None;Delayed;05.10.2017;1:30;SU1522;Own;NOVYJ URENGOJ;46;12
ALEKSEEVNA;EMILIIA ZHDANOVA;Female;22.07.1989;3 192 122 949;NULL;None;NULL;20.11.2017;19:00;SU5601;Own;VLADIVOSTOK;28;12
SERGEEVNA;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;XEGTBJ;9300000000000000;Registered;16.10.2017;17:20;SU1521;Own;MOSCOW;46;12
ANDREEVICH;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;XRCDAZ;None;NULL;21.01.2017;13:05;SU4600;Operated;KHABAROVSK;17;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;XKNJQO;None;Delayed;26.05.2017;7:00;SU5604;Own;YUZHNO;17;12
ANDREEVICH;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;HMKPDC;None;NULL;26.09.2017;13:50;SU4606;Operated;OKHA;17;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;NULL;None;Registered;21.06.2017;19:25;SU5642;Own;NOVOSIBIRSK;46;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;WDPXFT;5630000000000000;Delayed;31.07.2017;19:25;SU5623;Own;KHABAROVSK;17;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;NULL;9340000000000000;Delayed;07.12.2017;13:05;SU4600;Operated;KHABAROVSK;18;12
ANDREEVICH;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;NULL;3440000000000000;NULL;22.11.2017;9:00;SU4599;Operated;NOGLIKI;17;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;NULL;9190000000000000;NULL;16.05.2017;19:00;SU5601;Own;VLADIVOSTOK;17;12
PAVLOVNA;KIRA MALININA;Female;24.03.1977;1 439 758 058;NULL;1850000000000000;NULL;01.02.2017;16:00;SU1730;Own;PETROPAVLOVSK;39;12
SERGEEVNA;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;XTXMPD;4530000000000000;Transit;25.09.2017;15:05;SU1404;Own;YEKATERINBURG;46;12
A;EMILIIA ZHDANOVA;Female;22.07.1989;3 192 122 949;NULL;9960000000000000;Registered;01.01.2017;12:10;SU4606;Operated;KHABAROVSK;27;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;LJTVCI;None;Delayed;15.10.2017;20:50;SU1712;Own;KHABAROVSK;40;12
P;KIRA MALININA;Female;24.03.1977;1 439 758 058;WGTMNT;1510000000000000;Transit;20.06.2017;9:50;SU5620;Own;YUZHNO;40;12
A;EGOR AKSENOV;Male;29.11.1999;4 592 146 429;NULL;5020000000000000;Transit;08.06.2017;8:00;SU5611;Own;VLADIVOSTOK;17;12
S;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;NULL;3440000000000000;Delayed;01.04.2017;8:00;SU5611;Own;VLADIVOSTOK;46;12
SERGEEVNA;VASILINA TIKHONOVA;Female;25.10.1970;2 104 361 894;NULL;3230000000000000;Registered;10.05.2017;7:00;SU5604;Own;YUZHNO;46;12
A;EMILIIA ZHDANOVA;Female;22.07.1989;3 192 122 949;NULL;None;Delayed;30.06.2017;18:30;SU6289;Own;MAGADAN;27;12
R;ARTEM SAVELEV;Male;21.12.2000;9 073 479 655;NULL;None;Transit;08.02.2017;14:50;SU1058;Own;MAKHACHKALA;16;12
ALBERTOVNA;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;NULL;1940000000000000;Registered;13.02.2017;13:05;SU4600;Operated;KHABAROVSK;32;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;4800000000000000;Registered;19.09.2017;11:10;SU1255;Own;MOSCOW;38;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;KIAWBC;None;NULL;01.08.2017;19:25;SU5642;Own;NOVOSIBIRSK;31;12
G;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;EQKHMC;None;Registered;26.06.2017;8:05;SU5621;Own;KHABAROVSK;30;12
G;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;WOWJVH;None;Registered;08.03.2017;19:25;SU5642;Own;NOVOSIBIRSK;30;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;NULL;None;Registered;01.03.2017;12:10;SU4606;Operated;KHABAROVSK;30;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;OTEZNV;None;Delayed;26.07.2017;13:05;SU4600;Operated;KHABAROVSK;31;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;GPPKPN;1400000000000000;Delayed;02.09.2017;4:25;SU1503;Own;MOSCOW;38;12
G;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;HWWIKY;6690000000000000;Transit;21.03.2017;12:10;SU4606;Operated;KHABAROVSK;37;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;6350000000000000;NULL;25.09.2017;17:55;SU1143;Own;MOSCOW;38;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;None;NULL;15.09.2017;2:50;SU1251;Own;NIZHNEKAMSK;38;12
G;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;CBDARO;8230000000000000;Transit;18.06.2017;14:30;SU6290;Own;MOSCOW;37;12
G;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;None;Transit;01.05.2017;10:55;SU5612;Own;MAGADAN;37;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;None;Delayed;21.09.2017;7:20;SU1546;Own;ANAPA;38;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;None;NULL;25.06.2017;22:30;SU1502;Own;TYUMEN;37;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;NULL;None;Delayed;04.02.2017;0:10;SU5619;Own;VLADIVOSTOK;37;12
RAMILEVICH;MIKHAIL ZHURAVLEV;Male;30.11.1991;3 161 013 595;NULL;None;NULL;29.06.2017;6:55;SU1451;Own;MOSCOW;25;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;AMTKSG;8730000000000000;Registered;18.03.2017;14:20;SU4605;Operated;OKHA;37;12
GRIGOREVNA;POLINA VOLKOVA;Female;16.07.1979;1 514 161 023;EIIKQV;None;Registered;02.03.2017;7:05;SU4130;Operated;YUZHNO;37;12
G;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;1370000000000000;NULL;29.12.2017;13:00;SU1333;Own;MOSCOW;17;12
GERMANOVNA;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;None;Registered;15.03.2017;10:55;SU4131;Operated;VLADIVOSTOK;17;12
G;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;FNERCM;None;Transit;20.02.2017;17:20;SU1521;Own;MOSCOW;17;12
GERMANOVNA;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;4720000000000000;Delayed;25.08.2017;21:00;SU1259;Own;MOSCOW;17;12
GERMANOVNA;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;None;Delayed;11.03.2017;8:10;SU5626;Own;YUZHNO;17;12
GERMANOVNA;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;None;NULL;18.09.2017;8:00;SU1145;Own;MOSCOW;17;12
G;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;DGHFVN;None;NULL;20.12.2017;14:45;SU1330;Own;ARKHANGELSK;17;12
GERMANOVNA;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;AINPII;None;Registered;01.01.2017;6:00;SU1173;Own;MOSCOW;16;12
G;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;8110000000000000;Delayed;30.07.2017;1:55;SU1236;Own;UFA;17;12
G;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;RGKNAC;3520000000000000;NULL;25.02.2017;0:15;SU1482;Own;KRASNOYARSK;17;12
GERMANOVNA;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;NULL;7850000000000000;Registered;02.01.2017;9:40;SU1520;Own;NOVYJ URENGOJ;16;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;MZCJVH;5550000000000000;Registered;13.04.2017;20:20;SU5624;Own;YUZHNO;30;12
G;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;NULL;1950000000000000;Registered;24.03.2017;22:55;SU5643;Own;KHABAROVSK;30;12
G;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;TJQNUS;9810000000000000;NULL;20.05.2017;14:00;SU5628;Own;YUZHNO;30;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;NULL;3770000000000000;NULL;23.02.2017;14:20;SU4605;Operated;OKHA;30;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;None;Delayed;29.10.2017;12:10;SU4606;Operated;KHABAROVSK;47;12
ALEKSEEVNA;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;QLWEVG;9890000000000000;Delayed;04.03.2017;9:10;SU1370;Own;BELGOROD;46;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;None;Registered;08.08.2017;11:40;SU5627;Own;KHABAROVSK;47;12
ALEKSEEVNA;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;2120000000000000;Transit;01.09.2017;19:25;SU5623;Own;KHABAROVSK;47;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;None;Transit;10.05.2017;6:05;SU1462;Own;NOVOSIBIRSK;46;12
ALEKSEEVNA;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;YDDOXS;3380000000000000;Transit;11.10.2017;12:10;SU4606;Operated;KHABAROVSK;47;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;CJMJEG;None;NULL;15.07.2017;19:45;SU5622;Own;YUZHNO;46;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;None;Transit;20.10.2017;14:20;SU4605;Operated;OKHA;47;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;BILENT;2460000000000000;Registered;29.08.2017;14:00;SU5628;Own;YUZHNO;47;12
ALEKSEEVNA;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;4350000000000000;Transit;01.04.2017;0:30;SU1508;Own;TYUMEN;46;12
ALEKSEEVNA;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;7520000000000000;Delayed;07.10.2017;14:20;SU4605;Operated;OKHA;47;12
A;NELLI TKACHEVA;Female;27.07.1970;9 682 122 845;NULL;2660000000000000;NULL;03.01.2017;13:05;SU1563;Own;MOSCOW;46;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;NULL;192000000000000;NULL;18.09.2017;10:55;SU5612;Own;MAGADAN;41;12
IAROSLAVOVICH;VASILII GORDEEV;Male;01.02.1976;241 175 441;NULL;2620000000000000;NULL;10.01.2017;9:00;SU4599;Operated;NOGLIKI;40;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;DQRZTS;3580000000000000;Transit;03.04.2017;8:00;SU5600;Own;KHABAROVSK;41;12
IAROSLAVOVICH;VASILII GORDEEV;Male;01.02.1976;241 175 441;NULL;None;Delayed;19.06.2017;14:20;SU4605;Operated;OKHA;41;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;UHVLRO;4990000000000000;Delayed;04.04.2017;10:30;SU5684;Own;PETROPAVLOVSK;41;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;TEOKXU;None;Delayed;15.01.2017;13:05;SU4600;Operated;KHABAROVSK;40;12
IAROSLAVOVICH;VASILII GORDEEV;Male;01.02.1976;241 175 441;KWSWVR;None;NULL;01.02.2017;19:00;SU5601;Own;VLADIVOSTOK;41;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;NULL;None;Delayed;01.01.2017;12:10;SU4606;Operated;KHABAROVSK;40;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;NULL;None;Delayed;27.10.2017;14:30;SU6290;Own;MOSCOW;41;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;NULL;2090000000000000;Delayed;09.09.2017;19:25;SU5623;Own;KHABAROVSK;41;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;KEMPDM;957000000000000;NULL;11.07.2017;12:10;SU4606;Operated;KHABAROVSK;41;12
I;VASILII GORDEEV;Male;01.02.1976;241 175 441;RYVGPS;None;Registered;13.06.2017;8:00;SU5600;Own;KHABAROVSK;41;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;NULL;5540000000000000;NULL;12.02.2017;13:05;SU4600;Operated;KHABAROVSK;30;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;VUCJJX;None;Transit;14.05.2017;17:30;SU5629;Own;KHABAROVSK;30;12
GORDEEVNA;ALIIA VESHNIAKOVA;Female;25.07.1986;7 540 684 400;FEFHJW;9570000000000000;Transit;05.02.2017;9:00;SU4599;Operated;NOGLIKI;30;12
G;ADELINA TROFIMOVA;Female;16.02.2000;1 275 311 971;OVBLEY;None;NULL;29.11.2017;6:05;SU1356;Own;SARATOV;17;12
R;MIKHAIL ZHURAVLEV;Male;30.11.1991;3 161 013 595;NULL;1730000000000000;Transit;31.03.2017;5:30;SU1284;Own;KRASNODAR;25;12
A;VASILISA AVDEEVA;Female;01.04.1984;1 181 213 093;VNDKFM;None;Delayed;19.04.2017;17:30;SU5629;Own;KHABAROVSK;33;12
ADELEVICH;SVIATOGOR IVANOV;Male;29.09.1999;3 481 478 577;BQNXXQ;2180000000000000;Registered;16.01.2017;19:55;SU1433;Own;MOSCOW;17;12
RUSTAMOVICH;ARTEM SAVELEV;Male;21.12.2000;9 073 479 655;NULL;272000000000000;Registered;05.02.2017;7:05;SU1431;Own;MOSCOW;16;12
